,Stock,Ticker,Date,Open,High,Low,Close,Adj Close,Volume
301,Mastercard Incorporated ,MA,2019-07-10,274.17,277.1,274.15,275.38,275.38,2323000.0
302,Mastercard Incorporated ,MA,2019-07-11,277.6,278.65,276.08,278.32,278.32,2583900.0
303,Mastercard Incorporated ,MA,2019-07-12,279.24,279.74,276.26,279.54,279.54,2299700.0
304,Mastercard Incorporated ,MA,2019-07-15,280.46,280.59,278.55,279.37,279.37,3349500.0
305,Mastercard Incorporated ,MA,2019-07-16,279.0,280.63,275.31,276.62,276.62,2976000.0
306,Mastercard Incorporated ,MA,2019-07-17,277.39,278.47,275.27,275.28,275.28,2318900.0
307,Mastercard Incorporated ,MA,2019-07-18,275.0,277.25,274.74,276.78,276.78,3242100.0
308,Mastercard Incorporated ,MA,2019-07-19,279.43,279.48,275.42,275.6,275.6,3048200.0
309,Mastercard Incorporated ,MA,2019-07-22,276.91,279.36,276.07,278.61,278.61,2092400.0
310,Mastercard Incorporated ,MA,2019-07-23,280.0,280.42,276.9,278.97,278.97,2275400.0
311,Mastercard Incorporated ,MA,2019-07-24,278.17,280.3,276.38,280.25,280.25,2804700.0
312,Johnson & Johnson,JNJ,2019-06-20,141.25,142.4,141.0,142.21,142.21,7335800.0
313,Johnson & Johnson,JNJ,2019-06-21,141.46,142.43,141.01,142.09,142.09,11272200.0
314,Johnson & Johnson,JNJ,2019-06-24,142.42,143.7,142.09,143.06,143.06,5894700.0
315,Johnson & Johnson,JNJ,2019-06-25,143.27,144.98,143.19,144.24,144.24,7517000.0
316,Johnson & Johnson,JNJ,2019-06-26,143.85,143.85,140.76,141.85,141.85,7674100.0
317,Johnson & Johnson,JNJ,2019-06-27,142.23,142.5,140.6,140.69,140.69,5233500.0
318,Johnson & Johnson,JNJ,2019-06-28,140.74,141.1,138.51,139.28,139.28,12792400.0
319,Johnson & Johnson,JNJ,2019-07-01,140.2,140.26,138.72,139.36,139.36,5872300.0
320,Johnson & Johnson,JNJ,2019-07-02,139.22,140.03,138.69,140.03,140.03,4501200.0
321,Johnson & Johnson,JNJ,2019-07-03,141.0,142.18,140.79,142.14,142.14,3436300.0
322,Johnson & Johnson,JNJ,2019-07-05,141.74,141.86,140.37,140.57,140.57,4652400.0
323,Johnson & Johnson,JNJ,2019-07-08,140.12,141.08,139.64,140.97,140.97,4078100.0
324,Johnson & Johnson,JNJ,2019-07-09,141.46,142.47,140.91,141.41,141.41,4217400.0
325,Johnson & Johnson,JNJ,2019-07-10,141.78,141.99,140.67,141.21,141.21,4874400.0
326,Johnson & Johnson,JNJ,2019-07-11,140.94,141.21,139.02,140.11,140.11,5817400.0
327,Johnson & Johnson,JNJ,2019-07-12,140.12,140.12,132.32,134.3,134.3,17780100.0
328,Johnson & Johnson,JNJ,2019-07-15,135.39,136.36,134.45,134.71,134.71,10038200.0
329,Johnson & Johnson,JNJ,2019-07-16,132.93,133.83,131.75,132.5,132.5,10214500.0
330,Johnson & Johnson,JNJ,2019-07-17,132.49,133.58,131.41,131.86,131.86,8862100.0
331,Johnson & Johnson,JNJ,2019-07-18,132.13,132.51,131.17,132.07,132.07,6203700.0
332,Johnson & Johnson,JNJ,2019-07-19,132.25,132.39,130.19,130.31,130.31,8340200.0
333,Johnson & Johnson,JNJ,2019-07-22,130.0,130.15,127.84,128.64,128.64,12624800.0
334,Johnson & Johnson,JNJ,2019-07-23,128.61,129.45,128.16,128.84,128.84,5803600.0
335,Johnson & Johnson,JNJ,2019-07-24,128.88,129.79,128.57,129.78,129.78,6837500.0
336,Twilio Inc.,TWLO,2019-06-20,149.46,151.0,145.05,146.66,146.66,3468700.0
337,Twilio Inc.,TWLO,2019-06-21,145.15,146.88,142.75,144.0,144.0,4127400.0
338,Twilio Inc.,TWLO,2019-06-24,144.53,144.7,137.68,138.41,138.41,3782600.0
339,Twilio Inc.,TWLO,2019-06-25,138.51,138.75,133.68,134.87,134.87,3547400.0
340,Twilio Inc.,TWLO,2019-06-26,137.18,139.5,133.55,134.18,134.18,3558700.0
341,Twilio Inc.,TWLO,2019-06-27,133.96,138.4,133.48,137.32,137.32,3462200.0
342,Twilio Inc.,TWLO,2019-06-28,137.46,138.78,134.01,136.35,136.35,4233400.0
343,Twilio Inc.,TWLO,2019-07-01,138.32,139.15,135.26,136.86,136.86,3067800.0
344,Twilio Inc.,TWLO,2019-07-02,137.73,139.5,136.52,137.5,137.5,2785000.0
345,Twilio Inc.,TWLO,2019-07-03,138.6,140.99,138.21,139.21,139.21,2256800.0
346,Twilio Inc.,TWLO,2019-07-05,138.43,140.29,134.74,140.27,140.27,3430000.0
347,Twilio Inc.,TWLO,2019-07-08,138.51,145.58,138.1,144.73,144.73,3553700.0
348,Twilio Inc.,TWLO,2019-07-09,144.49,146.85,143.15,145.25,145.25,3101400.0
349,Twilio Inc.,TWLO,2019-07-10,147.6,149.98,145.15,145.44,145.44,3419300.0
350,Twilio Inc.,TWLO,2019-07-11,146.16,146.9,142.71,144.26,144.26,2729900.0
351,Twilio Inc.,TWLO,2019-07-12,144.0,144.89,140.67,142.15,142.15,2886600.0
352,Twilio Inc.,TWLO,2019-07-15,142.38,145.87,140.86,145.4,145.4,2606900.0
353,Twilio Inc.,TWLO,2019-07-16,146.0,147.35,141.61,142.59,142.59,3081500.0
354,Twilio Inc.,TWLO,2019-07-17,142.77,146.47,142.26,145.86,145.86,2459500.0
355,Twilio Inc.,TWLO,2019-07-18,144.43,147.16,143.31,145.98,145.98,3996600.0
356,Twilio Inc.,TWLO,2019-07-19,146.9,147.69,145.0,145.62,145.62,2771500.0
357,Twilio Inc.,TWLO,2019-07-22,146.19,150.44,146.02,147.46,147.46,3453900.0
358,Twilio Inc.,TWLO,2019-07-23,148.2,148.99,143.48,145.57,145.57,2811100.0
359,Twilio Inc.,TWLO,2019-07-24,145.46,147.71,143.17,147.61,147.61,2389100.0
360,Nucor Corporation,NUE,2019-06-20,54.99,55.41,53.42,53.81,53.42,3689600.0
361,Nucor Corporation,NUE,2019-06-21,53.98,54.38,53.67,53.94,53.55,4127000.0
362,Nucor Corporation,NUE,2019-06-24,53.78,54.22,53.14,53.74,53.35,2439600.0
363,Nucor Corporation,NUE,2019-06-25,54.03,55.21,53.79,54.29,53.9,3280500.0
364,Nucor Corporation,NUE,2019-06-26,54.83,55.43,54.28,55.12,54.72,3326900.0
365,Nucor Corporation,NUE,2019-06-27,54.99,55.11,54.36,54.57,54.57,1593900.0
366,Nucor Corporation,NUE,2019-06-28,54.9,55.15,54.41,55.1,55.1,2259300.0
367,Nucor Corporation,NUE,2019-07-01,55.59,55.83,55.18,55.67,55.67,1697200.0
368,Nucor Corporation,NUE,2019-07-02,55.37,55.4,55.0,55.14,55.14,1831000.0
369,Nucor Corporation,NUE,2019-07-03,55.3,55.48,55.06,55.29,55.29,910600.0
370,Nucor Corporation,NUE,2019-07-05,54.75,55.51,54.46,55.31,55.31,1822700.0
371,Nucor Corporation,NUE,2019-07-08,55.05,55.38,54.23,54.55,54.55,2001400.0
372,Nucor Corporation,NUE,2019-07-09,54.12,54.62,53.58,54.52,54.52,3120900.0
373,Nucor Corporation,NUE,2019-07-10,54.97,55.19,54.13,54.17,54.17,1529300.0
374,Nucor Corporation,NUE,2019-07-11,53.98,54.25,53.36,54.1,54.1,2035600.0
375,Nucor Corporation,NUE,2019-07-12,54.4,55.28,54.25,55.17,55.17,1906600.0
376,Nucor Corporation,NUE,2019-07-15,55.54,55.71,54.72,55.23,55.23,1478100.0
377,Nucor Corporation,NUE,2019-07-16,55.37,56.38,55.1,55.56,55.56,2215800.0
378,Nucor Corporation,NUE,2019-07-17,55.34,55.54,54.47,54.7,54.7,2043900.0
379,Nucor Corporation,NUE,2019-07-18,55.08,55.27,54.14,54.69,54.69,2482600.0
380,Nucor Corporation,NUE,2019-07-19,55.47,56.91,54.93,56.71,56.71,4016600.0
381,Nucor Corporation,NUE,2019-07-22,57.05,57.17,55.41,56.27,56.27,2922100.0
382,Nucor Corporation,NUE,2019-07-23,56.6,57.0,55.65,56.58,56.58,1914900.0
383,Nucor Corporation,NUE,2019-07-24,56.05,56.71,55.99,56.58,56.58,1497400.0
384,Parker-Hannifin Corporation,PH,2019-06-20,171.36,172.21,169.1,172.08,172.08,718300.0
385,Parker-Hannifin Corporation,PH,2019-06-21,172.56,173.0,170.82,171.04,171.04,1010800.0
386,Parker-Hannifin Corporation,PH,2019-06-24,171.01,172.39,169.53,169.8,169.8,638300.0
387,Parker-Hannifin Corporation,PH,2019-06-25,169.27,171.04,168.23,168.57,168.57,778600.0
388,Parker-Hannifin Corporation,PH,2019-06-26,169.29,171.05,169.27,170.24,170.24,740200.0
389,Parker-Hannifin Corporation,PH,2019-06-27,170.34,171.46,168.36,168.45,168.45,838500.0
390,Parker-Hannifin Corporation,PH,2019-06-28,169.42,172.06,168.52,170.01,170.01,1672400.0
391,Parker-Hannifin Corporation,PH,2019-07-01,172.71,172.71,168.2,169.98,169.98,782000.0
392,Parker-Hannifin Corporation,PH,2019-07-02,169.08,169.27,166.31,167.55,167.55,951100.0
393,Parker-Hannifin Corporation,PH,2019-07-03,168.43,168.73,166.51,168.61,168.61,540900.0
394,Parker-Hannifin Corporation,PH,2019-07-05,167.35,168.0,164.13,166.63,166.63,649300.0
395,Parker-Hannifin Corporation,PH,2019-07-08,165.57,167.81,165.21,165.82,165.82,594900.0
396,Parker-Hannifin Corporation,PH,2019-07-09,164.47,164.47,162.73,163.36,163.36,985100.0
397,Parker-Hannifin Corporation,PH,2019-07-10,161.87,163.73,159.93,161.76,161.76,1241300.0
398,Parker-Hannifin Corporation,PH,2019-07-11,161.35,163.8,160.89,163.42,163.42,1351600.0
399,Parker-Hannifin Corporation,PH,2019-07-12,163.18,169.36,162.53,169.07,169.07,1435800.0
400,Parker-Hannifin Corporation,PH,2019-07-15,168.8,169.3,166.86,167.76,167.76,756700.0
401,Parker-Hannifin Corporation,PH,2019-07-16,166.1,172.4,165.81,171.04,171.04,1324300.0
402,Parker-Hannifin Corporation,PH,2019-07-17,170.55,170.86,167.34,167.38,167.38,870600.0
403,Parker-Hannifin Corporation,PH,2019-07-18,166.97,167.95,165.42,165.77,165.77,647900.0
404,Parker-Hannifin Corporation,PH,2019-07-19,166.72,170.54,166.01,169.61,169.61,1317000.0
405,Parker-Hannifin Corporation,PH,2019-07-22,169.55,171.41,169.55,170.29,170.29,600500.0
406,Parker-Hannifin Corporation,PH,2019-07-23,172.0,176.77,171.14,176.68,176.68,877100.0
407,Parker-Hannifin Corporation,PH,2019-07-24,174.91,179.8,173.97,178.25,178.25,927500.0
408,Netflix,NFLX,2019-06-20,365.91,370.12,361.22,365.21,365.21,5899500.0
409,Netflix,NFLX,2019-06-21,365.0,371.45,365.0,369.21,369.21,7448400.0
410,Netflix,NFLX,2019-06-24,370.27,375.0,370.2,371.04,371.04,4830200.0
411,Netflix,NFLX,2019-06-25,370.75,371.0,358.29,360.3,360.3,5750400.0
412,Netflix,NFLX,2019-06-26,361.6,366.79,361.6,362.2,362.2,3669700.0
413,Netflix,NFLX,2019-06-27,363.2,370.85,363.2,370.02,370.02,4138600.0
414,Netflix,NFLX,2019-06-28,370.26,371.54,364.87,367.32,367.32,4592700.0
415,Netflix,NFLX,2019-07-01,373.5,376.66,372.0,374.6,374.6,4992600.0
416,Netflix,NFLX,2019-07-02,374.89,376.0,370.31,375.43,375.43,3625000.0
417,Netflix,NFLX,2019-07-03,376.69,381.99,375.84,381.72,381.72,3799000.0
418,Netflix,NFLX,2019-07-05,378.29,381.4,375.56,380.55,380.55,3732200.0
419,Netflix,NFLX,2019-07-08,378.19,378.25,375.36,376.16,376.16,3113400.0
420,Netflix,NFLX,2019-07-09,379.06,384.76,377.5,379.93,379.93,6932800.0
421,Netflix,NFLX,2019-07-10,382.77,384.34,362.68,381.0,381.0,5878800.0
422,Netflix,NFLX,2019-07-11,381.1,384.54,378.8,379.5,379.5,4336300.0
423,Netflix,NFLX,2019-07-12,378.68,379.74,372.79,373.25,373.25,6636900.0
424,Netflix,NFLX,2019-07-15,372.94,373.68,362.3,366.6,366.6,7944700.0
425,Netflix,NFLX,2019-07-16,370.09,371.34,364.92,365.99,365.99,5863200.0
426,Netflix,NFLX,2019-07-17,366.25,366.5,361.75,362.44,362.44,13639500.0
427,Netflix,NFLX,2019-07-18,323.76,329.85,320.3,325.21,325.21,31305900.0
428,Netflix,NFLX,2019-07-19,323.4,325.85,314.23,315.1,315.1,16302500.0
429,Netflix,NFLX,2019-07-22,312.0,314.54,305.81,310.62,310.62,17718000.0
430,Netflix,NFLX,2019-07-23,311.44,313.5,306.0,307.3,307.3,9171100.0
431,Netflix,NFLX,2019-07-24,310.51,319.99,307.25,317.94,317.94,11952000.0
432,,JCP,2019-06-20,1.23,1.25,1.18,1.22,1.22,8593500.0
433,,JCP,2019-06-21,1.22,1.24,1.18,1.2,1.2,15316100.0
434,,JCP,2019-06-24,1.21,1.22,1.08,1.09,1.09,7206200.0
435,,JCP,2019-06-25,1.09,1.1,1.05,1.07,1.07,4916900.0
436,,JCP,2019-06-26,1.07,1.15,1.05,1.14,1.14,6494200.0
437,,JCP,2019-06-27,1.13,1.13,1.08,1.1,1.1,4736300.0
438,,JCP,2019-06-28,1.11,1.14,1.1,1.14,1.14,8807300.0
439,,JCP,2019-07-01,1.17,1.19,1.15,1.17,1.17,4166300.0
440,,JCP,2019-07-02,1.15,1.16,1.09,1.11,1.11,3897200.0
441,,JCP,2019-07-03,1.1,1.14,1.08,1.11,1.11,3007900.0
442,,JCP,2019-07-05,1.09,1.16,1.08,1.16,1.16,5624700.0
443,,JCP,2019-07-08,1.15,1.18,1.13,1.15,1.15,2833600.0
444,,JCP,2019-07-09,1.13,1.16,1.12,1.13,1.13,2487200.0
445,,JCP,2019-07-10,1.13,1.15,1.11,1.13,1.13,3467200.0
446,,JCP,2019-07-11,1.13,1.17,1.12,1.15,1.15,4840000.0
447,,JCP,2019-07-12,1.15,1.18,1.15,1.16,1.16,2736800.0
448,,JCP,2019-07-15,1.16,1.18,1.14,1.15,1.15,2362800.0
449,,JCP,2019-07-16,1.14,1.17,1.13,1.14,1.14,2838300.0
450,,JCP,2019-07-17,1.13,1.15,1.13,1.14,1.14,1436200.0
451,,JCP,2019-07-18,1.12,1.13,1.07,1.08,1.08,3684700.0
452,,JCP,2019-07-19,0.98,1.0,0.88,0.9,0.9,22407500.0
453,,JCP,2019-07-22,0.94,0.94,0.81,0.82,0.82,19709900.0
454,,JCP,2019-07-23,0.83,0.84,0.78,0.79,0.79,18205100.0
455,,JCP,2019-07-24,0.79,0.85,0.76,0.84,0.84,17857900.0
456,Square,SQ,2019-06-20,73.76,74.55,73.31,74.42,74.42,8796800.0
457,Square,SQ,2019-06-21,74.08,74.26,72.29,72.87,72.87,8396700.0
458,Square,SQ,2019-06-24,72.98,73.68,72.52,72.71,72.71,4468000.0
459,Square,SQ,2019-06-25,72.93,73.17,69.26,69.87,69.87,12032700.0
460,Square,SQ,2019-06-26,70.98,72.0,69.91,69.95,69.95,7911800.0
461,Square,SQ,2019-06-27,70.57,71.54,70.05,71.28,71.28,5163800.0
462,Square,SQ,2019-06-28,72.43,73.15,71.57,72.53,72.53,9465000.0
463,Square,SQ,2019-07-01,73.9,74.2,72.7,73.2,73.2,8092400.0
464,Square,SQ,2019-07-02,72.98,73.97,72.65,73.97,73.97,5894900.0
465,Square,SQ,2019-07-03,74.0,74.32,73.35,74.26,74.26,2904600.0
466,Square,SQ,2019-07-05,73.75,74.36,73.2,74.31,74.31,3523500.0
467,Square,SQ,2019-07-08,73.8,74.0,73.06,73.43,73.43,4288000.0
468,Square,SQ,2019-07-09,74.03,78.39,73.96,77.96,77.96,21399700.0
469,Square,SQ,2019-07-10,77.91,78.7,77.4,78.37,78.37,10342800.0
470,Square,SQ,2019-07-11,78.45,79.96,78.43,79.44,79.44,7916400.0
471,Square,SQ,2019-07-12,80.05,82.66,79.73,82.28,82.28,13586300.0
472,Square,SQ,2019-07-15,82.48,82.51,81.2,82.17,82.17,6428500.0
473,Square,SQ,2019-07-16,81.8,81.8,80.31,80.59,80.59,5772000.0
474,Square,SQ,2019-07-17,80.21,82.17,80.19,80.87,80.87,6264000.0
475,Square,SQ,2019-07-18,80.87,82.14,80.22,81.06,81.06,6855100.0
476,Square,SQ,2019-07-19,81.61,81.7,78.42,78.51,78.51,6877500.0
477,Square,SQ,2019-07-22,79.13,79.63,78.38,78.57,78.57,4001900.0
478,Square,SQ,2019-07-23,79.0,79.37,77.86,78.84,78.84,3624800.0
479,Square,SQ,2019-07-24,78.67,80.5,78.43,80.43,80.43,4741300.0
480,Shopify,SHOP,2019-06-20,331.5,338.94,326.0,328.01,328.01,3108800.0
481,Shopify,SHOP,2019-06-21,328.0,331.37,324.1,326.85,326.85,1446000.0
482,Shopify,SHOP,2019-06-24,323.34,324.48,311.05,311.83,311.83,2179600.0
483,Shopify,SHOP,2019-06-25,306.99,309.63,281.75,284.04,284.04,4953000.0
484,Shopify,SHOP,2019-06-26,289.02,295.52,281.69,289.03,289.03,2334000.0
485,Shopify,SHOP,2019-06-27,290.5,302.44,289.5,300.96,300.96,1814500.0
486,Shopify,SHOP,2019-06-28,303.3,304.29,292.34,300.15,300.15,1500900.0
487,Shopify,SHOP,2019-07-01,308.6,308.77,300.33,304.68,304.68,1344000.0
488,Shopify,SHOP,2019-07-02,305.39,314.66,305.0,311.96,311.96,1298800.0
489,Shopify,SHOP,2019-07-03,310.89,318.34,310.28,313.33,313.33,966400.0
490,Shopify,SHOP,2019-07-05,311.01,313.93,303.41,313.72,313.72,1318300.0
491,Shopify,SHOP,2019-07-08,314.44,329.8,312.96,321.0,321.0,2548700.0
492,Shopify,SHOP,2019-07-09,322.41,324.43,319.5,321.98,321.98,1740700.0
493,Shopify,SHOP,2019-07-10,324.53,326.99,318.51,319.01,319.01,1275700.0
494,Shopify,SHOP,2019-07-11,319.0,319.79,314.24,315.0,315.0,1238300.0
495,Shopify,SHOP,2019-07-12,315.0,315.78,302.57,310.02,310.02,2024800.0
496,Shopify,SHOP,2019-07-15,309.94,324.29,306.02,324.02,324.02,1841300.0
497,Shopify,SHOP,2019-07-16,323.66,324.8,315.87,317.39,317.39,1336900.0
498,Shopify,SHOP,2019-07-17,319.32,336.95,319.03,325.32,325.32,3748200.0
499,Shopify,SHOP,2019-07-18,325.75,333.26,322.61,331.15,331.15,1699800.0
500,Shopify,SHOP,2019-07-19,333.15,339.0,329.68,330.0,330.0,1478900.0
501,Shopify,SHOP,2019-07-22,331.92,340.84,331.51,335.24,335.24,1870900.0
502,Shopify,SHOP,2019-07-23,337.0,338.96,328.6,330.22,330.22,1664100.0
503,Shopify,SHOP,2019-07-24,330.51,331.83,324.11,329.57,329.57,1888300.0
504,Bank of America,BAC,2019-06-20,28.59,28.61,27.85,28.27,28.27,60887200.0
505,Bank of America,BAC,2019-06-21,28.19,28.55,28.08,28.12,28.12,69444000.0
506,Bank of America,BAC,2019-06-24,28.08,28.38,27.89,27.98,27.98,40046400.0
507,Bank of America,BAC,2019-06-25,28.02,28.02,27.38,27.76,27.76,46901300.0
508,Bank of America,BAC,2019-06-26,27.94,28.18,27.85,27.91,27.91,42312300.0
509,Bank of America,BAC,2019-06-27,28.08,28.32,28.06,28.21,28.21,35575600.0
510,Bank of America,BAC,2019-06-28,29.01,29.27,28.73,29.0,29.0,101856900.0
511,Bank of America,BAC,2019-07-01,29.48,29.85,29.25,29.42,29.42,48143200.0
512,Bank of America,BAC,2019-07-02,29.34,29.43,28.93,29.15,29.15,32263500.0
513,Bank of America,BAC,2019-07-03,29.19,29.24,28.93,29.05,29.05,26642300.0
514,Bank of America,BAC,2019-07-05,29.36,29.57,29.15,29.26,29.26,33092000.0
515,Bank of America,BAC,2019-07-08,29.01,29.3,28.94,29.2,29.2,30924400.0
516,Bank of America,BAC,2019-07-09,28.97,29.42,28.94,29.35,29.35,28750100.0
517,Bank of America,BAC,2019-07-10,29.17,29.4,28.96,29.02,29.02,40574800.0
518,Bank of America,BAC,2019-07-11,29.1,29.5,29.03,29.36,29.36,37376800.0
519,Bank of America,BAC,2019-07-12,29.44,29.53,29.36,29.45,29.45,29632900.0
520,Bank of America,BAC,2019-07-15,29.5,29.53,29.08,29.22,29.22,46462100.0
521,Bank of America,BAC,2019-07-16,29.17,29.2,28.86,28.99,28.99,54920400.0
522,Bank of America,BAC,2019-07-17,29.1,29.62,29.0,29.19,29.19,84958300.0
523,Bank of America,BAC,2019-07-18,29.28,29.58,29.18,29.48,29.48,49503500.0
524,Bank of America,BAC,2019-07-19,29.54,29.61,29.38,29.4,29.4,44863200.0
525,Bank of America,BAC,2019-07-22,29.29,29.61,29.28,29.57,29.57,31224300.0
526,Bank of America,BAC,2019-07-23,29.75,30.28,29.7,30.25,30.25,64030300.0
527,Bank of America,BAC,2019-07-24,30.07,30.75,30.04,30.67,30.67,53162200.0
528,Union Pacific Corporation,UNP,2019-06-20,168.21,168.56,166.65,167.43,167.43,3405300.0
529,Union Pacific Corporation,UNP,2019-06-21,167.63,170.42,167.0,168.87,168.87,5885200.0
530,Union Pacific Corporation,UNP,2019-06-24,168.97,169.24,166.9,167.25,167.25,2542500.0
531,Union Pacific Corporation,UNP,2019-06-25,167.27,167.76,163.95,166.36,166.36,2586600.0
532,Union Pacific Corporation,UNP,2019-06-26,166.75,167.22,165.51,165.83,165.83,2423100.0
533,Union Pacific Corporation,UNP,2019-06-27,166.41,167.83,166.0,166.01,166.01,3226500.0
534,Union Pacific Corporation,UNP,2019-06-28,166.66,169.39,166.54,169.11,169.11,4759300.0
535,Union Pacific Corporation,UNP,2019-07-01,171.1,173.43,170.79,171.5,171.5,3223400.0
536,Union Pacific Corporation,UNP,2019-07-02,171.79,171.98,169.77,171.23,171.23,2267700.0
537,Union Pacific Corporation,UNP,2019-07-03,171.27,172.01,170.53,171.8,171.8,1172300.0
538,Union Pacific Corporation,UNP,2019-07-05,171.28,171.39,166.93,170.03,170.03,2605500.0
539,Union Pacific Corporation,UNP,2019-07-08,169.3,170.07,168.63,169.59,169.59,2200700.0
540,Union Pacific Corporation,UNP,2019-07-09,168.92,170.0,168.55,169.6,169.6,2057500.0
541,Union Pacific Corporation,UNP,2019-07-10,170.99,171.04,168.89,169.57,169.57,1703100.0
542,Union Pacific Corporation,UNP,2019-07-11,169.8,172.25,169.12,171.75,171.75,2341000.0
543,Union Pacific Corporation,UNP,2019-07-12,172.38,174.35,172.12,174.05,174.05,2036400.0
544,Union Pacific Corporation,UNP,2019-07-15,173.56,173.97,172.43,172.69,172.69,1994400.0
545,Union Pacific Corporation,UNP,2019-07-16,173.42,176.72,173.01,175.15,175.15,2958300.0
546,Union Pacific Corporation,UNP,2019-07-17,171.0,171.51,163.8,164.55,164.55,10725700.0
547,Union Pacific Corporation,UNP,2019-07-18,173.86,174.9,170.5,174.25,174.25,7477200.0
548,Union Pacific Corporation,UNP,2019-07-19,174.4,177.59,174.05,175.3,175.3,4732600.0
549,Union Pacific Corporation,UNP,2019-07-22,175.29,176.14,172.39,173.58,173.58,3757100.0
550,Union Pacific Corporation,UNP,2019-07-23,174.1,174.26,171.45,173.22,173.22,2599000.0
551,Union Pacific Corporation,UNP,2019-07-24,171.77,175.31,171.14,174.37,174.37,3149000.0
552,UnitedHealth Group Incorporated,UNH,2019-06-20,251.6,252.82,247.4,247.76,247.76,3800800.0
553,UnitedHealth Group Incorporated,UNH,2019-06-21,248.78,253.49,246.9,252.28,252.28,6323500.0
554,UnitedHealth Group Incorporated,UNH,2019-06-24,251.33,252.63,247.86,249.64,249.64,3163800.0
555,UnitedHealth Group Incorporated,UNH,2019-06-25,249.3,251.04,247.42,247.66,247.66,3182700.0
556,UnitedHealth Group Incorporated,UNH,2019-06-26,248.0,248.08,243.13,243.47,243.47,3852900.0
557,UnitedHealth Group Incorporated,UNH,2019-06-27,244.26,248.15,243.16,246.34,246.34,3366200.0
558,UnitedHealth Group Incorporated,UNH,2019-06-28,246.5,246.75,238.65,244.01,244.01,6727600.0
559,UnitedHealth Group Incorporated,UNH,2019-07-01,245.95,246.17,240.72,242.64,242.64,4102700.0
560,UnitedHealth Group Incorporated,UNH,2019-07-02,242.59,243.99,239.54,243.97,243.97,3863500.0
561,UnitedHealth Group Incorporated,UNH,2019-07-03,244.32,247.52,244.04,245.21,245.21,2559400.0
562,UnitedHealth Group Incorporated,UNH,2019-07-05,244.39,248.76,244.06,246.99,246.99,2965000.0
563,UnitedHealth Group Incorporated,UNH,2019-07-08,246.41,247.98,244.88,247.84,247.84,1902500.0
564,UnitedHealth Group Incorporated,UNH,2019-07-09,244.63,246.08,243.69,246.0,246.0,2774800.0
565,UnitedHealth Group Incorporated,UNH,2019-07-10,246.82,249.11,245.48,247.48,247.48,2753000.0
566,UnitedHealth Group Incorporated,UNH,2019-07-11,255.8,261.69,249.05,261.16,261.16,10268800.0
567,UnitedHealth Group Incorporated,UNH,2019-07-12,261.63,266.52,261.63,265.9,265.9,5336100.0
568,UnitedHealth Group Incorporated,UNH,2019-07-15,265.06,267.65,264.25,265.96,265.96,2611400.0
569,UnitedHealth Group Incorporated,UNH,2019-07-16,265.33,267.14,263.19,264.66,264.66,3121600.0
570,UnitedHealth Group Incorporated,UNH,2019-07-17,264.0,268.69,263.5,266.65,266.65,3995200.0
571,UnitedHealth Group Incorporated,UNH,2019-07-18,265.64,266.51,257.26,260.6,260.6,5827000.0
572,UnitedHealth Group Incorporated,UNH,2019-07-19,261.1,262.72,256.4,256.65,256.65,4413200.0
573,UnitedHealth Group Incorporated,UNH,2019-07-22,258.14,258.95,254.53,255.32,255.32,4104300.0
574,UnitedHealth Group Incorporated,UNH,2019-07-23,254.47,256.1,252.02,255.01,255.01,2889300.0
575,UnitedHealth Group Incorporated,UNH,2019-07-24,252.79,252.83,245.13,251.13,251.13,4864000.0
576,CSX Corporation,CSX,2019-06-20,78.48,79.28,78.22,79.05,79.05,5102900.0
577,CSX Corporation,CSX,2019-06-21,78.9,79.72,78.62,78.67,78.67,5052100.0
578,CSX Corporation,CSX,2019-06-24,78.67,78.81,77.35,77.52,77.52,2689700.0
579,CSX Corporation,CSX,2019-06-25,77.64,77.83,75.88,76.09,76.09,4534800.0
580,CSX Corporation,CSX,2019-06-26,76.37,76.78,76.17,76.18,76.18,2702200.0
581,CSX Corporation,CSX,2019-06-27,76.21,77.15,76.21,76.45,76.45,2278000.0
582,CSX Corporation,CSX,2019-06-28,76.8,77.68,76.42,77.37,77.37,4624600.0
583,CSX Corporation,CSX,2019-07-01,78.56,79.4,78.05,78.63,78.63,3477900.0
584,CSX Corporation,CSX,2019-07-02,78.5,78.6,77.73,78.28,78.28,2994500.0
585,CSX Corporation,CSX,2019-07-03,78.37,78.93,78.32,78.68,78.68,1306200.0
586,CSX Corporation,CSX,2019-07-05,78.25,78.55,77.41,78.4,78.4,2489200.0
587,CSX Corporation,CSX,2019-07-08,78.1,78.25,76.88,77.22,77.22,2894300.0
588,CSX Corporation,CSX,2019-07-09,76.98,77.05,76.33,76.7,76.7,3394800.0
589,CSX Corporation,CSX,2019-07-10,76.9,77.12,76.3,76.58,76.58,3037600.0
590,CSX Corporation,CSX,2019-07-11,76.64,77.78,76.37,77.25,77.25,2730000.0
591,CSX Corporation,CSX,2019-07-12,77.48,78.76,77.33,78.58,78.58,3416900.0
592,CSX Corporation,CSX,2019-07-15,78.53,78.6,77.95,78.5,78.5,3433100.0
593,CSX Corporation,CSX,2019-07-16,78.4,80.23,78.4,79.55,79.55,8630600.0
594,CSX Corporation,CSX,2019-07-17,73.35,73.65,70.06,71.38,71.38,34589800.0
595,CSX Corporation,CSX,2019-07-18,71.43,71.93,69.5,71.83,71.83,13671800.0
