,Stock,Ticker,Date,Open,High,Low,Close,Adj Close,Volume
98,Banco Santander,SAN,2019-06-24,4.51,4.54,4.48,4.48,4.48,6792300.0
99,Banco Santander,SAN,2019-06-25,4.49,4.51,4.47,4.48,4.48,6882400.0
100,Banco Santander,SAN,2019-06-26,4.54,4.57,4.51,4.54,4.54,7889100.0
101,Banco Santander,SAN,2019-06-27,4.55,4.57,4.54,4.55,4.55,6959000.0
102,Banco Santander,SAN,2019-06-28,4.56,4.6,4.55,4.58,4.58,5383000.0
103,Banco Santander,SAN,2019-07-01,4.67,4.68,4.57,4.58,4.58,7020300.0
104,Banco Santander,SAN,2019-07-02,4.59,4.61,4.57,4.58,4.58,6881600.0
105,Banco Santander,SAN,2019-07-03,4.64,4.67,4.64,4.65,4.65,6278100.0
106,Banco Santander,SAN,2019-07-05,4.72,4.74,4.67,4.69,4.69,8938800.0
107,Banco Santander,SAN,2019-07-08,4.64,4.67,4.62,4.62,4.62,7987900.0
108,Banco Santander,SAN,2019-07-09,4.59,4.62,4.55,4.58,4.58,8232600.0
109,Banco Santander,SAN,2019-07-10,4.66,4.69,4.62,4.63,4.63,12359300.0
110,Banco Santander,SAN,2019-07-11,4.68,4.72,4.67,4.7,4.7,8019600.0
111,Banco Santander,SAN,2019-07-12,4.69,4.7,4.67,4.67,4.67,3954700.0
112,Banco Santander,SAN,2019-07-15,4.68,4.68,4.64,4.64,4.64,8421000.0
113,Banco Santander,SAN,2019-07-16,4.66,4.7,4.64,4.65,4.65,9447200.0
114,Banco Santander,SAN,2019-07-17,4.61,4.61,4.54,4.55,4.55,8784400.0
115,Banco Santander,SAN,2019-07-18,4.51,4.54,4.49,4.5,4.5,11529500.0
116,Banco Santander,SAN,2019-07-19,4.46,4.46,4.41,4.43,4.43,13869800.0
117,Banco Santander,SAN,2019-07-22,4.43,4.44,4.4,4.41,4.41,8677200.0
118,Banco Santander,SAN,2019-07-23,4.55,4.58,4.54,4.54,4.54,14153000.0
119,Banco Santander,SAN,2019-07-24,4.55,4.58,4.55,4.57,4.57,8401900.0
120,Texas Instruments Incorporated,TXN,2019-06-20,113.87,114.35,111.71,112.71,112.71,2789900.0
121,Texas Instruments Incorporated,TXN,2019-06-21,111.87,113.37,111.66,112.32,112.32,5124900.0
122,Texas Instruments Incorporated,TXN,2019-06-24,112.17,113.09,111.82,112.73,112.73,3356200.0
123,Texas Instruments Incorporated,TXN,2019-06-25,112.91,113.24,111.34,111.48,111.48,3426200.0
124,Texas Instruments Incorporated,TXN,2019-06-26,113.41,115.02,112.77,114.43,114.43,5308200.0
125,Texas Instruments Incorporated,TXN,2019-06-27,115.22,116.66,115.02,115.86,115.86,4163800.0
126,Texas Instruments Incorporated,TXN,2019-06-28,116.42,116.83,114.5,114.76,114.76,6129800.0
127,Texas Instruments Incorporated,TXN,2019-07-01,117.6,118.98,116.24,117.19,117.19,6139500.0
128,Texas Instruments Incorporated,TXN,2019-07-02,116.99,117.0,115.11,116.06,116.06,3818600.0
129,Texas Instruments Incorporated,TXN,2019-07-03,116.19,116.4,114.92,115.94,115.94,2321700.0
130,Texas Instruments Incorporated,TXN,2019-07-05,114.82,116.07,114.37,115.75,115.75,2915400.0
131,Texas Instruments Incorporated,TXN,2019-07-08,115.19,115.82,114.68,114.93,114.93,2974500.0
132,Texas Instruments Incorporated,TXN,2019-07-09,114.6,115.92,114.39,115.78,115.78,2754000.0
133,Texas Instruments Incorporated,TXN,2019-07-10,116.62,118.45,116.19,116.64,116.64,3531800.0
134,Texas Instruments Incorporated,TXN,2019-07-11,116.6,116.98,115.89,116.72,116.72,3044700.0
135,Texas Instruments Incorporated,TXN,2019-07-12,117.65,118.4,116.66,118.32,118.32,2292500.0
136,Texas Instruments Incorporated,TXN,2019-07-15,118.5,120.0,118.49,119.84,119.84,4020600.0
137,Texas Instruments Incorporated,TXN,2019-07-16,118.5,119.05,117.54,118.68,118.68,4588800.0
138,Texas Instruments Incorporated,TXN,2019-07-17,118.44,118.49,116.76,117.18,117.18,4027700.0
139,Texas Instruments Incorporated,TXN,2019-07-18,117.49,118.72,117.01,118.57,118.57,2913000.0
140,Texas Instruments Incorporated,TXN,2019-07-19,118.75,119.0,117.04,117.26,117.26,5596300.0
141,Texas Instruments Incorporated,TXN,2019-07-22,117.98,118.49,117.57,118.18,118.18,3862700.0
142,Texas Instruments Incorporated,TXN,2019-07-23,119.2,120.35,118.55,120.07,120.07,7146900.0
143,Texas Instruments Incorporated,TXN,2019-07-24,126.5,129.8,125.96,129.0,129.0,16552100.0
144,Coca Cola,KO,2019-06-20,51.5,51.79,51.35,51.66,51.66,10656600.0
145,Coca Cola,KO,2019-06-21,51.53,51.89,51.41,51.55,51.55,21264400.0
146,Coca Cola,KO,2019-06-24,51.74,52.2,51.7,51.92,51.92,10780000.0
147,Coca Cola,KO,2019-06-25,52.0,52.1,51.64,51.76,51.76,11519900.0
148,Coca Cola,KO,2019-06-26,51.52,51.64,51.09,51.12,51.12,12405100.0
149,Coca Cola,KO,2019-06-27,51.29,51.4,50.97,51.08,51.08,12374900.0
150,Coca Cola,KO,2019-06-28,51.27,51.4,50.52,50.92,50.92,16339900.0
151,Coca Cola,KO,2019-07-01,51.07,51.63,50.78,51.6,51.6,14976400.0
152,Coca Cola,KO,2019-07-02,51.78,52.05,51.55,51.98,51.98,8569200.0
153,Coca Cola,KO,2019-07-03,52.0,52.33,52.0,52.1,52.1,7253700.0
154,Coca Cola,KO,2019-07-05,51.89,52.12,51.48,52.11,52.11,8916300.0
155,Coca Cola,KO,2019-07-08,52.2,52.33,51.89,52.0,52.0,9495100.0
156,Coca Cola,KO,2019-07-09,51.72,51.97,51.43,51.59,51.59,10584900.0
157,Coca Cola,KO,2019-07-10,51.8,51.97,51.66,51.82,51.82,7620900.0
158,Coca Cola,KO,2019-07-11,51.99,52.06,51.66,52.04,52.04,10376500.0
159,Coca Cola,KO,2019-07-12,52.25,52.29,51.91,52.12,52.12,7347400.0
160,Coca Cola,KO,2019-07-15,52.28,52.29,51.87,52.13,52.13,5876100.0
161,Coca Cola,KO,2019-07-16,51.96,52.47,51.81,52.14,52.14,7132500.0
162,Coca Cola,KO,2019-07-17,52.22,52.26,52.01,52.18,52.18,8264200.0
163,Coca Cola,KO,2019-07-18,52.04,52.17,51.67,52.03,52.03,11912300.0
164,Coca Cola,KO,2019-07-19,52.14,52.15,51.37,51.39,51.39,10355500.0
165,Coca Cola,KO,2019-07-22,51.52,51.52,51.13,51.22,51.22,12090700.0
166,Coca Cola,KO,2019-07-23,53.25,54.64,52.76,54.33,54.33,33417900.0
167,Coca Cola,KO,2019-07-24,54.12,54.82,53.62,53.78,53.78,15632100.0
168,Beyond Meat,BYND,2019-06-20,173.0,174.0,163.3,165.17,165.17,6660500.0
169,Beyond Meat,BYND,2019-06-21,153.54,161.79,150.0,154.13,154.13,7474600.0
170,Beyond Meat,BYND,2019-06-24,151.88,152.7,138.0,140.99,140.99,6538500.0
171,Beyond Meat,BYND,2019-06-25,138.5,150.69,138.34,150.6,150.6,6632500.0
172,Beyond Meat,BYND,2019-06-26,160.1,162.25,153.02,160.48,160.48,6378600.0
173,Beyond Meat,BYND,2019-06-27,157.31,164.79,155.45,162.91,162.91,5731400.0
174,Beyond Meat,BYND,2019-06-28,165.3,168.8,159.55,160.68,160.68,7315300.0
175,Beyond Meat,BYND,2019-07-01,161.49,162.45,152.0,152.58,152.58,4449300.0
176,Beyond Meat,BYND,2019-07-02,153.0,153.7,147.02,149.71,149.71,3267500.0
177,Beyond Meat,BYND,2019-07-03,151.0,154.0,148.7,151.5,151.5,2261000.0
178,Beyond Meat,BYND,2019-07-05,150.0,153.79,148.06,152.63,152.63,2040300.0
179,Beyond Meat,BYND,2019-07-08,152.49,158.93,152.0,156.67,156.67,3615500.0
180,Beyond Meat,BYND,2019-07-09,158.73,159.59,154.51,157.82,157.82,2607700.0
181,Beyond Meat,BYND,2019-07-10,159.48,163.88,158.0,163.51,163.51,3982900.0
182,Beyond Meat,BYND,2019-07-11,165.0,174.24,163.55,174.2,174.2,5469500.0
183,Beyond Meat,BYND,2019-07-12,172.37,172.4,164.75,166.81,166.81,4659900.0
184,Beyond Meat,BYND,2019-07-15,168.16,170.7,166.0,166.53,166.53,2652900.0
185,Beyond Meat,BYND,2019-07-16,168.45,174.67,167.01,172.59,172.59,3969100.0
186,Beyond Meat,BYND,2019-07-17,173.08,173.43,168.11,169.64,169.64,2437300.0
187,Beyond Meat,BYND,2019-07-18,169.4,172.45,167.81,170.34,170.34,1697300.0
188,Beyond Meat,BYND,2019-07-19,172.0,178.55,170.77,176.79,176.79,4256200.0
189,Beyond Meat,BYND,2019-07-22,178.5,200.8,177.76,194.2,194.2,11395400.0
190,Beyond Meat,BYND,2019-07-23,199.6,208.48,191.78,195.48,195.48,10669200.0
191,Beyond Meat,BYND,2019-07-24,201.0,205.5,197.21,202.92,202.92,7159700.0
192,Microsoft,MSFT,2019-06-20,137.45,137.66,135.72,136.95,136.95,33042600.0
193,Microsoft,MSFT,2019-06-21,136.58,137.73,136.46,136.97,136.97,36727900.0
194,Microsoft,MSFT,2019-06-24,137.0,138.4,137.0,137.78,137.78,20628800.0
195,Microsoft,MSFT,2019-06-25,137.25,137.59,132.73,133.43,133.43,33327400.0
196,Microsoft,MSFT,2019-06-26,134.35,135.74,133.6,133.93,133.93,23657700.0
197,Microsoft,MSFT,2019-06-27,134.14,134.71,133.51,134.15,134.15,16557500.0
198,Microsoft,MSFT,2019-06-28,134.57,134.6,133.16,133.96,133.96,30043000.0
199,Microsoft,MSFT,2019-07-01,136.63,136.7,134.97,135.68,135.68,22654200.0
200,Microsoft,MSFT,2019-07-02,136.12,136.59,135.34,136.58,136.58,15237800.0
201,Microsoft,MSFT,2019-07-03,136.8,137.74,136.29,137.46,137.46,13629300.0
202,Microsoft,MSFT,2019-07-05,135.94,137.33,135.72,137.06,137.06,18141100.0
203,Microsoft,MSFT,2019-07-08,136.4,137.1,135.37,136.96,136.96,16779700.0
204,Microsoft,MSFT,2019-07-09,136.0,136.97,135.8,136.46,136.46,19953100.0
205,Microsoft,MSFT,2019-07-10,137.13,138.58,137.02,137.85,137.85,24204400.0
206,Microsoft,MSFT,2019-07-11,138.2,139.22,137.87,138.4,138.4,22327900.0
207,Microsoft,MSFT,2019-07-12,138.85,139.13,138.01,138.9,138.9,18936800.0
208,Microsoft,MSFT,2019-07-15,139.44,139.54,138.46,138.9,138.9,16651500.0
209,Microsoft,MSFT,2019-07-16,138.96,139.05,136.52,137.08,137.08,22726100.0
210,Microsoft,MSFT,2019-07-17,137.7,137.93,136.22,136.27,136.27,20211000.0
211,Microsoft,MSFT,2019-07-18,135.55,136.62,134.67,136.42,136.42,30808700.0
212,Microsoft,MSFT,2019-07-19,140.22,140.67,136.45,136.62,136.62,48992400.0
213,Microsoft,MSFT,2019-07-22,137.41,139.19,137.33,138.43,138.43,25074900.0
214,Microsoft,MSFT,2019-07-23,139.76,139.99,138.03,139.29,139.29,18034600.0
215,Microsoft,MSFT,2019-07-24,138.9,140.74,138.85,140.72,140.72,20729700.0
216,Disney,DIS,2019-06-20,141.98,142.23,139.91,142.02,141.15,8485800.0
217,Disney,DIS,2019-06-21,141.95,142.0,140.0,140.23,139.37,14150000.0
218,Disney,DIS,2019-06-24,140.12,140.47,137.8,139.22,138.36,10497400.0
219,Disney,DIS,2019-06-25,139.02,140.41,138.67,139.94,139.08,14675400.0
220,Disney,DIS,2019-06-26,140.36,140.74,139.51,140.4,139.54,8842100.0
221,Disney,DIS,2019-06-27,141.0,141.74,138.92,139.3,138.44,6466300.0
222,Disney,DIS,2019-06-28,139.41,140.21,138.61,139.64,138.78,20078800.0
223,Disney,DIS,2019-07-01,140.45,141.95,139.22,141.65,140.78,8996500.0
224,Disney,DIS,2019-07-02,141.4,142.86,141.27,142.53,141.65,7554100.0
225,Disney,DIS,2019-07-03,142.7,143.0,142.0,142.98,142.1,4150900.0
226,Disney,DIS,2019-07-05,141.42,142.89,140.7,142.45,142.45,5596000.0
227,Disney,DIS,2019-07-08,142.18,142.23,140.97,141.02,141.02,4993900.0
228,Disney,DIS,2019-07-09,140.06,141.72,139.75,141.61,141.61,7396300.0
229,Disney,DIS,2019-07-10,142.4,144.25,142.01,143.54,143.54,9533700.0
230,Disney,DIS,2019-07-11,144.01,145.34,143.54,143.56,143.56,10471100.0
231,Disney,DIS,2019-07-12,144.15,145.43,144.0,144.88,144.88,8510000.0
232,Disney,DIS,2019-07-15,145.13,145.36,143.97,145.06,145.06,5289200.0
233,Disney,DIS,2019-07-16,144.75,144.99,143.81,144.3,144.3,5854700.0
234,Disney,DIS,2019-07-17,144.6,144.68,142.37,142.57,142.57,5296400.0
235,Disney,DIS,2019-07-18,142.46,142.46,140.17,141.63,141.63,8035500.0
236,Disney,DIS,2019-07-19,142.24,142.24,139.74,139.85,139.85,6109900.0
237,Disney,DIS,2019-07-22,141.25,141.44,140.01,140.84,140.84,7706400.0
238,Disney,DIS,2019-07-23,141.65,142.54,140.27,141.26,141.26,7514500.0
239,Disney,DIS,2019-07-24,141.4,141.59,140.4,141.29,141.29,5894200.0
240,Facebook,FB,2019-06-20,190.95,191.16,187.64,189.53,189.53,14635700.0
241,Facebook,FB,2019-06-21,188.75,192.0,188.75,191.14,191.14,22751200.0
242,Facebook,FB,2019-06-24,192.42,193.98,191.57,192.6,192.6,15509000.0
243,Facebook,FB,2019-06-25,192.88,193.14,188.13,188.84,188.84,16750300.0
244,Facebook,FB,2019-06-26,189.54,190.76,187.31,187.66,187.66,12808600.0
245,Facebook,FB,2019-06-27,189.88,198.88,188.27,189.5,189.5,11159000.0
246,Facebook,FB,2019-06-28,190.55,193.2,189.94,193.0,193.0,16378900.0
247,Facebook,FB,2019-07-01,195.21,195.28,191.93,193.0,193.0,14204700.0
248,Facebook,FB,2019-07-02,193.0,195.0,192.71,195.0,195.0,9050000.0
249,Facebook,FB,2019-07-03,194.16,197.4,194.16,197.2,197.2,10246100.0
250,Facebook,FB,2019-07-05,196.18,197.07,194.17,196.4,196.4,11164100.0
251,Facebook,FB,2019-07-08,195.19,196.68,193.64,195.76,195.76,9723900.0
252,Facebook,FB,2019-07-09,194.97,199.46,194.89,199.21,199.21,14698600.0
253,Facebook,FB,2019-07-10,200.0,202.96,199.67,202.73,202.73,20571700.0
254,Facebook,FB,2019-07-11,203.26,203.8,200.21,201.23,201.23,13678500.0
255,Facebook,FB,2019-07-12,199.68,205.3,199.16,204.87,204.87,15366300.0
256,Facebook,FB,2019-07-15,204.25,205.33,201.82,203.91,203.91,16030300.0
257,Facebook,FB,2019-07-16,203.89,205.47,203.1,203.84,203.84,12132700.0
258,Facebook,FB,2019-07-17,204.18,204.36,201.59,201.8,201.8,12083700.0
259,Facebook,FB,2019-07-18,200.15,202.47,199.38,200.78,200.78,11956600.0
260,Facebook,FB,2019-07-19,202.18,202.33,198.07,198.36,198.36,12098300.0
261,Facebook,FB,2019-07-22,199.91,202.57,198.81,202.32,202.32,13589000.0
262,Facebook,FB,2019-07-23,202.84,204.24,200.96,202.36,202.36,14583700.0
263,Facebook,FB,2019-07-24,197.63,204.81,197.22,204.66,204.66,32214600.0
264,Home Depot,HD,2019-06-20,209.57,211.66,209.31,211.25,211.25,5171500.0
265,Home Depot,HD,2019-06-21,211.26,211.99,209.08,209.39,209.39,9855000.0
266,Home Depot,HD,2019-06-24,208.15,209.26,205.12,205.5,205.5,4943500.0
267,Home Depot,HD,2019-06-25,206.3,207.1,204.2,204.74,204.74,3587900.0
268,Home Depot,HD,2019-06-26,205.34,207.32,204.65,206.42,206.42,3071200.0
269,Home Depot,HD,2019-06-27,207.61,208.0,206.01,207.02,207.02,2286800.0
270,Home Depot,HD,2019-06-28,207.77,209.0,207.39,207.97,207.97,11069000.0
271,Home Depot,HD,2019-07-01,209.7,212.31,208.17,210.28,210.28,4097700.0
272,Home Depot,HD,2019-07-02,210.24,210.26,208.46,210.14,210.14,3160500.0
273,Home Depot,HD,2019-07-03,209.82,212.75,209.7,212.1,212.1,2183700.0
274,Home Depot,HD,2019-07-05,209.97,212.17,209.73,211.46,211.46,2547800.0
275,Home Depot,HD,2019-07-08,210.98,213.44,210.59,212.91,212.91,2705300.0
276,Home Depot,HD,2019-07-09,211.93,213.33,211.2,212.0,212.0,2397400.0
277,Home Depot,HD,2019-07-10,210.72,211.32,208.83,210.75,210.75,3457400.0
278,Home Depot,HD,2019-07-11,212.25,214.08,211.02,214.04,214.04,3450100.0
279,Home Depot,HD,2019-07-12,215.0,218.25,214.61,218.23,218.23,4429800.0
280,Home Depot,HD,2019-07-15,218.95,219.3,216.81,218.7,218.7,3141300.0
281,Home Depot,HD,2019-07-16,217.3,218.35,216.73,217.26,217.26,2657400.0
282,Home Depot,HD,2019-07-17,216.73,217.58,215.61,215.61,215.61,3037300.0
283,Home Depot,HD,2019-07-18,215.5,216.23,213.01,214.44,214.44,3069600.0
284,Home Depot,HD,2019-07-19,214.67,215.23,212.93,213.04,213.04,3254800.0
285,Home Depot,HD,2019-07-22,213.0,213.26,210.38,211.27,211.27,2764900.0
286,Home Depot,HD,2019-07-23,212.57,214.13,211.73,213.08,213.08,2589900.0
287,Home Depot,HD,2019-07-24,213.19,214.79,213.07,214.71,214.71,2207100.0
288,Mastercard Incorporated ,MA,2019-06-20,263.49,267.7,262.5,266.79,266.47,4667300.0
289,Mastercard Incorporated ,MA,2019-06-21,265.82,268.15,264.42,264.47,264.15,4285800.0
290,Mastercard Incorporated ,MA,2019-06-24,265.85,267.1,265.13,265.3,264.98,2538100.0
291,Mastercard Incorporated ,MA,2019-06-25,266.04,266.31,259.12,259.73,259.42,3138000.0
292,Mastercard Incorporated ,MA,2019-06-26,260.88,262.65,259.99,261.3,260.98,3869400.0
293,Mastercard Incorporated ,MA,2019-06-27,262.44,263.58,260.4,261.1,260.78,2186900.0
294,Mastercard Incorporated ,MA,2019-06-28,263.09,264.84,261.33,264.53,264.21,4400300.0
295,Mastercard Incorporated ,MA,2019-07-01,269.99,269.99,264.87,266.77,266.45,2646800.0
296,Mastercard Incorporated ,MA,2019-07-02,266.88,270.6,266.43,270.57,270.24,2649100.0
297,Mastercard Incorporated ,MA,2019-07-03,271.0,273.08,270.78,273.08,272.75,1896800.0
298,Mastercard Incorporated ,MA,2019-07-05,271.5,272.77,269.09,272.14,271.81,2561000.0
299,Mastercard Incorporated ,MA,2019-07-08,270.1,272.07,269.46,271.23,271.23,2291700.0
300,Mastercard Incorporated ,MA,2019-07-09,269.82,273.65,269.5,273.34,273.34,2477400.0
